sp	id	d	p	c	o	f	g	s
UP000472276	47969	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Oreochromis	Oreochromis aureus
UP000579904	689266	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Oreotrochilus	Oreotrochilus melanogaster
UP000571324	720586	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Origma	Origma solitaria
UP000534407	181099	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Oriolus	Oriolus oriolus
UP000002279	9258	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Ornithorhynchus	Ornithorhynchus anatinus
UP000526602	38397	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Orthonyx	Orthonyx spaldingii
UP000694850	1230840	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Orycteropus	Orycteropus afer afer
UP000001811	9986	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Oryctolagus	Oryctolagus cuniculus
UP000694383	183150	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Oryzias	Oryzias sinensis
UP000001038	8090	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Oryzias	Oryzias latipes
UP000283210	123683	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Oryzias	Oryzias javanicus
UP000646548	30732	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Oryzias	Oryzias melastigma
UP000005225	30611	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Otolemur	Otolemur garnettii
UP000694552	257818	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Otus	Otus sunia
UP000002356	9940	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Ovis	Ovis aries
UP000570288	98144	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Oxylabes	Oxylabes madagascariensis
UP000564466	114331	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Oxyruncus	Oxyruncus cristatus
UP000570547	449367	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Pachycephala	Pachycephala philippinensis
UP000525089	369605	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Pachyramphus	Pachyramphus minor
UP000002277	9598	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Pan	Pan troglodytes
UP000240080	9597	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Pan	Pan paniscus
UP000580171	56262	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Pandion	Pandion haliaetus
UP000327468	310915	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Pangasianodon	Pangasianodon hypophthalmus
UP000694399	9689	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Panthera	Panthera leo
UP000675900	74533	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Panthera	Panthera tigris altaica
UP000515157	94885	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Pantherophis	Pantherophis guttatus
UP000545574	181101	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Panurus	Panurus biarmicus
UP000028761	9555	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Papio	Papio anubis
UP000515145	210632	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Parambassis	Parambassis ranga
UP000570592	254575	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Pardalotus	Pardalotus punctatus
UP000625584	142471	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Passerina	Passerina amoena
UP000190648	372326	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Patagioenas	Patagioenas fasciata monilis
UP000694428	9049	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Pavo	Pavo cristatus
UP000565207	227192	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Pedionomus	Pedionomus torquatus
UP000555367	37079	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Pelecanoides	Pelecanoides urinatrix
UP000054150	36300	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Pelecanus	Pelecanus crispus
UP000007267	13735	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Pelodiscus	Pelodiscus sinensis
UP000694393	367368	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Pelusios	Pelusios castaneus
UP000613066	1118817	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Penelope	Penelope pileata
UP000465112	8168	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Perca	Perca fluviatilis
UP000295070	8167	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Perca	Perca flavescens
UP000504601	230844	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Peromyscus	Peromyscus maniculatus bairdii
UP000245300	7757	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Petromyzon	Petromyzon marinus
UP000629713	135441	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Peucedramus	Peucedramus taeniatus
UP000053638	97097	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Phaethon	Phaethon lepturus
UP000556165	297813	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Phaetusa	Phaetusa simplex
UP000579685	161653	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Phainopepla	Phainopepla nitens
UP000053238	9209	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Phalacrocorax	Phalacrocorax carbo
UP000515140	38626	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Phascolarctos	Phascolarctos cinereus
UP000472261	9054	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Phasianus	Phasianus colchicus
UP000578259	371919	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Pheucticus	Pheucticus melanocephalus
UP000694554	42100	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Phocoena	Phocoena sinus
UP000053700	9218	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Phoenicopterus	Phoenicopterus ruber ruber
UP000504628	89673	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Phyllostomus	Phyllostomus discolor
UP000248484	9755	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Physeter	Physeter catodon
UP000653271	33601	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Piaya	Piaya cayana
UP000631391	175131	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Picathartes	Picathartes gymnocephalus
UP000694416	591936	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Piliocolobus	Piliocolobus tephrosceles
UP000558488	59472	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Pipistrellus	Pipistrellus kuhlii
UP000504627	649802	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Pipra	Pipra filicauda
UP000520962	114369	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Piprites	Piprites chloris
UP000633448	9163	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Pitta	Pitta sordida
UP000584415	1160851	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Platysteira	Platysteira castanea
UP000297703	55544	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Platysternon	Platysternon megacephalum
UP000539920	441696	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Ploceus	Ploceus nigricollis
UP000519225	227228	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Pluvianellus	Pluvianellus socialis
UP000472272	64176	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Podarcis	Podarcis muralis
UP000584326	8905	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Podargus	Podargus strigoides
UP000053854	345573	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Podiceps	Podiceps cristatus
UP000555275	9252	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Podilymbus	Podilymbus podiceps
UP000540071	48891	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Poecile	Poecile atricapillus
UP000028760	48698	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Poecilia	Poecilia formosa
UP000242638	8081	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Poecilia	Poecilia reticulata
UP000504619	103695	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Pogona	Pogona vitticeps
UP000573697	66707	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Polioptila	Polioptila caerulea
UP000572837	932028	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Pomatorhinus	Pomatorhinus ruficollis
UP000583496	9176	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Pomatostomus	Pomatostomus ruficeps
UP000001595	9601	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Pongo	Pongo abelii
UP000562415	141839	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Probosciger	Probosciger aterrimus
UP000694414	1328070	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Prolemur	Prolemur simus
UP000587587	254652	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Promerops	Promerops cafer
UP000233160	379532	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Propithecus	Propithecus coquereli
UP000566454	670356	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Prunella	Prunella himalayana
UP000553798	670355	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Prunella	Prunella fulvescens
UP000472273	8673	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Pseudonaja	Pseudonaja textilis
UP000574528	2585815	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Psilopogon	Psilopogon haemacephalus
UP000587472	54359	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Psophia	Psophia crepitans
UP000522270	2585816	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Pterocles	Pterocles burchelli
UP000053149	240206	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Pterocles	Pterocles gutturalis
UP000010552	9402	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Pteropus	Pteropus alecto
UP000515202	132908	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Pteropus	Pteropus vampyrus
UP000603297	357074	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Pteruthius	Pteruthius melanotis
UP000584880	28724	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Ptilonorhynchus	Ptilonorhynchus violaceus
UP000547721	449384	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Ptilorrhoa	Ptilorrhoa leucosticta
UP000515131	9696	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Puma	Puma concolor
UP000535705	182897	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Pycnonotus	Pycnonotus jocosus
UP000054081	9238	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Pygoscelis	Pygoscelis adeliae
UP000552319	64278	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Quiscalus	Quiscalus mexicanus
UP000611227	322582	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Ramphastos	Ramphastos sulfuratus
UP000002494	10116	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Rattus	Rattus norvegicus
UP000529728	13245	Eukaryota	Amorphea	Opisthokonta	Metazoa	Vertebrata	Regulus	Regulus satrapa
