code	d	p	c	o	f	g	s
UP000189703	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Nelumbo	Nelumbo nucifera
UP000084051	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Nicotiana	Nicotiana tabacum
UP000187609	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Nicotiana	Nicotiana attenuata
UP000189701	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Nicotiana	Nicotiana sylvestris
UP000325577	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Nyssa	Nyssa sinensis
UP000594638	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Olea	Olea europaea subsp. europaea
UP000059680	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Oryza	Oryza sativa Japonica Group
UP000008021	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Oryza	Oryza meridionalis
UP000026960	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Oryza	Oryza barthii
UP000026961	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Oryza	Oryza glumipatula
UP000006038	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Oryza	Oryza brachyantha
UP000026962	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Oryza	Oryza punctata
UP000479710	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Oryza	Oryza meyeriana var. granulata
UP000008022	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Oryza	Oryza rufipogon
UP000006591	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Oryza	Oryza nivara
UP000007015	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Oryza	Oryza sativa Indica Group
UP000275267	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Panicum	Panicum miliaceum
UP000244336	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Panicum	Panicum hallii var. hallii
UP000823388	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Panicum	Panicum virgatum
UP000316621	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Papaver	Papaver somniferum
UP000237105	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Parasponia	Parasponia andersonii
UP000000226	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Phaseolus	Phaseolus vulgaris
UP000228380	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Phoenix	Phoenix dactylifera
UP000653305	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Phtheirospermum	Phtheirospermum japonicum
UP000006727	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Physcomitrium	Physcomitrium patens
UP000242691	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Picea	Picea glauca
UP000309997	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Populus	Populus alba
UP000807159	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Populus	Populus deltoides
UP000006729	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Populus	Populus trichocarpa
UP000006882	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Prunus	Prunus persica
UP000327085	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Prunus	Prunus dulcis
UP000507245	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Prunus	Prunus armeniaca
UP000515124	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Prunus	Prunus avium
UP000250321	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Prunus	Prunus yedoensis var. nudiflora
UP000233551	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Punica	Punica granatum
UP000327157	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Pyrus	Pyrus ussuriensis x Pyrus communis
UP000594261	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Quercus	Quercus lobata
UP000504610	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Raphanus	Raphanus sativus
UP000796880	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Rhamnella	Rhamnella rubrinervis
UP000694854	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Rhodamnia	Rhodamnia argentea
UP000428333	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Rhododendron	Rhododendron williamsianum
UP000626092	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Rhododendron	Rhododendron simsii
UP000008311	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Ricinus	Ricinus communis
UP000238479	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Rosa	Rosa chinensis
UP000326939	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Salix	Salix brachista
UP000657918	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Salix	Salix dunnii
UP000664337	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Salix	Salix suchowensis
UP000298416	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Salvia	Salvia splendens
UP000001514	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Selaginella	Selaginella moellendorffii
UP000634136	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Senna	Senna tora
UP000504604	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Sesamum	Sesamum indicum
UP000004995	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Setaria	Setaria italica
UP000298652	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Setaria	Setaria viridis
UP000011115	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Solanum	Solanum tuberosum
UP000004994	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Solanum	Solanum lycopersicum
UP000000768	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Sorghum	Sorghum bicolor
UP000054095	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Spinacia	Spinacia oleracea
UP000663760	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Spirodela	Spirodela intermedia
UP000325081	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Striga	Striga asiatica
UP000655225	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Tetracentron	Tetracentron sinense
UP000554482	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Thalictrum	Thalictrum thalictroides
UP000026915	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Theobroma	Theobroma cacao
UP000237000	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Trema	Trema orientale
UP000265520	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Trifolium	Trifolium medium
UP000242715	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Trifolium	Trifolium subterraneum
UP000236291	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Trifolium	Trifolium pratense
UP000593562	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Tripterygium	Tripterygium wilfordii
UP000019116	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Triticum	Triticum aestivum
UP000015106	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Triticum	Triticum urartu
UP000636800	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Vanilla	Vanilla planifolia
UP000053144	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Vigna	Vigna angularis
UP000291084	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Vigna	Vigna angularis var. angularis
UP000087766	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Vigna	Vigna radiata var. radiata
UP000009183	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Vitis	Vitis vinifera
UP000425232	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Vitis	Vitis riparia x Vitis cinerea
UP000007305	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Zea	Zea mays
UP000734854	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Zingiber	Zingiber officinale
UP000729402	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Zizania	Zizania palustris
UP000515210	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Ziziphus	Ziziphus jujuba
UP000036987	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Zostera	Zostera marina
UP000054558	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Klebsormidiophyceae	Klebsormidium	Klebsormidium nitens
UP000198341	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Mamiellophyceae	Bathycoccus	Bathycoccus prasinos
UP000002009	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Mamiellophyceae	Micromonas	Micromonas commoda
UP000001876	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Mamiellophyceae	Micromonas	Micromonas pusilla CCMP1545
UP000009170	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Mamiellophyceae	Ostreococcus	Ostreococcus tauri
UP000001568	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Mamiellophyceae	Ostreococcus	Ostreococcus lucimarinus CCE9901
PRACA	Eukaryota	Diaphoretickes	Chloroplastida	Palmophyllophyceae	Prasinococcus	Prasinococcus	Prasinococcus capsulatus
UP000660262	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Pycnococcaceae	Pycnococcus	Pycnococcus provasolii
UP000028924	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Trebouxiophyceae	Auxenochlorella	Auxenochlorella protothecoides
UP000008141	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Trebouxiophyceae	Chlorella	Chlorella variabilis
UP000239899	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Trebouxiophyceae	Chlorella	Chlorella sorokiniana
UP000693320	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Trebouxiophyceae	Chlorella	Chlorella desiccata (nom. nud.)
UP000827759	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Trebouxiophyceae	Coccomyxa	Coccomyxa sp. Obi
UP000007264	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Trebouxiophyceae	Coccomyxa	Coccomyxa subellipsoidea C-169
UP000026042	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Trebouxiophyceae	Helicosporidium	Helicosporidium sp. ATCC 50920
UP000239649	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Trebouxiophyceae	Micractinium	Micractinium conductrix
UP000708148	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Ulvophyceae	Ostreobium	Ostreobium quekettii
UP000836011	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	NA	Pedinophyceae	Pedinophyceae sp. YPF-701
PRACO	Eukaryota	Diaphoretickes	Chloroplastida	Palmophyllophyceae	NA	Prasinoderma	Prasinoderma coloniale
BAFFR	Eukaryota	Diaphoretickes	Cryptophyceae	Cryptomonadales	Cryptomonadales	Baffinella	Baffinella frigidus
CHRCC	Eukaryota	Diaphoretickes	Cryptophyceae	Cryptomonadales	Cryptomonadales	Chroomonas	Chroomonas sp.
GEMCR	Eukaryota	Diaphoretickes	Cryptophyceae	Cryptomonadales	Cryptomonadales	Geminigera	Geminigera cryophila
UP000011087	Eukaryota	Diaphoretickes	Cryptophyceae	Cryptomonadales	Cryptomonadales	Guillardia	Guillardia theta CCMP2712
HANPH	Eukaryota	Diaphoretickes	Cryptophyceae	Cryptomonadales	Cryptomonadales	Hanusia	Hanusia phi
HEMAN	Eukaryota	Diaphoretickes	Cryptophyceae	Cryptomonadales	Cryptomonadales	Hemiselmis	Hemiselmis andersenii
RHOSA	Eukaryota	Diaphoretickes	Cryptophyceae	Cryptomonadales	Cryptomonadales	Rhodomonas	Rhodomonas salina
TELAM	Eukaryota	Diaphoretickes	Cryptophyceae	Cryptomonadales	Cryptomonadales	Teleaulax	Teleaulax amphioxeia
GONAV	Eukaryota	Diaphoretickes	Cryptophyceae	Goniomonas	Goniomonas	Goniomonas	Goniomonas avonlea
GONPA	Eukaryota	Diaphoretickes	Cryptophyceae	Goniomonas	Goniomonas	Goniomonas	Goniomonas pacifica
CYAPA	Eukaryota	Diaphoretickes	Glaucophyta	Glaucophyta	Glaucophyta	Cyanophora	Cyanophora paradoxa
CYAGL	Eukaryota	Diaphoretickes	Glaucophyta	Glaucophyta	Glaucophyta	Cyanoptyche	Cyanoptyche gloeocystis
GLOWI	Eukaryota	Diaphoretickes	Glaucophyta	Glaucophyta	Glaucophyta	Gloeochaete	Gloeochaete wittrockiana
UP000751190	Eukaryota	Diaphoretickes	Haptophyta	Pavlovales	Pavlovales	Diacronema	Diacronema lutheri
UP000037460	Eukaryota	Diaphoretickes	Haptophyta	Prymnesiophyceae	Prymnesiophyceae	Chrysochromulina	Chrysochromulina tobinii
CHRDE	Eukaryota	Diaphoretickes	Haptophyta	Prymnesiophyceae	Prymnesiophyceae	Chrysotila	Chrysotila dentata
UP000013827	Eukaryota	Diaphoretickes	Haptophyta	Prymnesiophyceae	Prymnesiophyceae	Emiliania	Emiliania huxleyi
ISOGA	Eukaryota	Diaphoretickes	Haptophyta	Prymnesiophyceae	Prymnesiophyceae	Isochrysis	Isochrysis galbana
PHAAN	Eukaryota	Diaphoretickes	Haptophyta	Prymnesiophyceae	Prymnesiophyceae	Phaeocystis	Phaeocystis antarctica
PRYPO	Eukaryota	Diaphoretickes	Haptophyta	Prymnesiophyceae	Prymnesiophyceae	Prymnesium	Prymnesium polylepis
TISLU	Eukaryota	Diaphoretickes	Haptophyta	Prymnesiophyceae	Prymnesiophyceae	Tisochrysis	Tisochrysis lutea
ROOTR	Eukaryota	Diaphoretickes	Kathablepharidacea	Roombia	Roombia	Roombia	Roombia truncata
PALBI	Eukaryota	Diaphoretickes	Palpitomonas	Palpitomonas	Palpitomonas	Palpitomonas	Palpitomonas bilix
PIC01	Eukaryota	Diaphoretickes	Picozoa	Picozoa	NA	Picozoa	Picozoa
PIC02	Eukaryota	Diaphoretickes	Picozoa	Picozoa	NA	Picozoa	Picozoa
PIC04	Eukaryota	Diaphoretickes	Picozoa	Picozoa	NA	Picozoa	Picozoa
PIC05	Eukaryota	Diaphoretickes	Picozoa	Picozoa	NA	Picozoa	Picozoa
PIC06	Eukaryota	Diaphoretickes	Picozoa	Picozoa	NA	Picozoa	Picozoa
AMOAM	Eukaryota	Diaphoretickes	Rhizaria	Cercozoa	Chlorarachnea	Amorphochlora	Amorphochlora amoebiformis
BIGNA	Eukaryota	Diaphoretickes	Rhizaria	Cercozoa	Chlorarachnea	Bigelowiella	Bigelowiella natans
UP000503178	Eukaryota	Diaphoretickes	Rhizaria	Cercozoa	Euglyphida	Paulinella	Paulinella micropora
UP000023152	Eukaryota	Diaphoretickes	Rhizaria	Foraminifera	Foraminifera	Reticulomyxa	Reticulomyxa filosa
UP000039324	Eukaryota	Diaphoretickes	Rhizaria	Endomyxa	Phytomyxea	Plasmodiophora	Plasmodiophora brassicae
PYRYE	Eukaryota	Diaphoretickes	Rhodophyta	Eurhodophytina	Bangiales	Neopyropia	Neopyropia yezoensis
UP000218209	Eukaryota	Diaphoretickes	Rhodophyta	Eurhodophytina	Bangiales	Porphyra	Porphyra umbilicalis
UP000530660	Eukaryota	Diaphoretickes	Rhodophyta	Cyanidiales	Cyanidiales	Cyanidiococcus	Cyanidiococcus yangmingshanensis
UP000007014	Eukaryota	Diaphoretickes	Rhodophyta	Cyanidiales	Cyanidiales	Cyanidioschyzon	Cyanidioschyzon merolae strain 10D
CYACA	Eukaryota	Diaphoretickes	Rhodophyta	Cyanidiales	Cyanidiales	Cyanidium	Cyanidium caldarium
UP000030680	Eukaryota	Diaphoretickes	Rhodophyta	Cyanidiales	Cyanidiales	Galdieria	Galdieria sulphuraria
CALTU	Eukaryota	Diaphoretickes	Rhodophyta	Eurhodophytina	Florideophyceae	Calliarthron	Calliarthron tuberculosum
UP000012073	Eukaryota	Diaphoretickes	Rhodophyta	Eurhodophytina	Florideophyceae	Chondrus	Chondrus crispus
UP000247409	Eukaryota	Diaphoretickes	Rhodophyta	Eurhodophytina	Florideophyceae	Gracilariopsis	Gracilariopsis chorda
UP000324585	Eukaryota	Diaphoretickes	Rhodophyta	Proteorhodophytina	Porphyridiophyceae	Porphyridium	Porphyridium purpureum
UP000323011	Eukaryota	Diaphoretickes	Stramenopiles	Opalozoa	Bicosoecida	Cafeteria	Cafeteria roenbergensis
UP000198406	Eukaryota	Diaphoretickes	Stramenopiles	Ochrophyta	Diatomeae	Fistulifera	Fistulifera solaris
UP000095751	Eukaryota	Diaphoretickes	Stramenopiles	Ochrophyta	Diatomeae	Fragilariopsis	Fragilariopsis cylindrus CCMP1102
UP000693970	Eukaryota	Diaphoretickes	Stramenopiles	Ochrophyta	Diatomeae	Nitzschia	Nitzschia inconspicua
UP000000759	Eukaryota	Diaphoretickes	Stramenopiles	Ochrophyta	Diatomeae	Phaeodactylum	Phaeodactylum tricornutum CCAP 1055/1
UP000291116	Eukaryota	Diaphoretickes	Stramenopiles	Ochrophyta	Diatomeae	Pseudo-nitzschia	Pseudo-nitzschia multistriata
UP000266841	Eukaryota	Diaphoretickes	Stramenopiles	Ochrophyta	Diatomeae	Thalassiosira	Thalassiosira oceanica
UP000001449	Eukaryota	Diaphoretickes	Stramenopiles	Ochrophyta	Diatomeae	Thalassiosira	Thalassiosira pseudonana
UP000019335	Eukaryota	Diaphoretickes	Stramenopiles	Ochrophyta	Eustigmatophyceae	Nannochloropsis	Nannochloropsis gaditana
UP000355283	Eukaryota	Diaphoretickes	Stramenopiles	Ochrophyta	Eustigmatophyceae	Nannochloropsis	Nannochloropsis salina CCMP1776
UP000009377	Eukaryota	Diaphoretickes	Stramenopiles	Ochrophyta	Eustigmatophyceae	Nannochloropsis	Nannochloropsis gaditana CCMP526
UP000241890	Eukaryota	Diaphoretickes	Stramenopiles	Sagenista	Labyrinthulomycetes	Hondaea	Hondaea fermentalgiana
LABSR	Eukaryota	Diaphoretickes	Stramenopiles	Sagenista	Labyrinthulomycetes	Labyrinthula	Labyrinthula
UP000008312	Eukaryota	Diaphoretickes	Stramenopiles	Opalozoa	Opalinata	Blastocystis	Blastocystis hominis
UP000078348	Eukaryota	Diaphoretickes	Stramenopiles	Opalozoa	Opalinata	Blastocystis	Blastocystis sp. ATCC 50177/Nand II
UP000002729	Eukaryota	Diaphoretickes	Stramenopiles	Ochrophyta	Pelagophyceae	Aureococcus	Aureococcus anophagefferens
UP000789595	Eukaryota	Diaphoretickes	Stramenopiles	Ochrophyta	Pelagophyceae	Pelagomonas	Pelagomonas calceolata
UP000323770	Eukaryota	Diaphoretickes	Stramenopiles	NA	Peronosporomycetes	Pythium	Pythium brassicae (nom. inval.)
UP000243579	Eukaryota	Diaphoretickes	Stramenopiles	NA	Peronosporomycetes	Achlya	Achlya hypogyna
UP000053237	Eukaryota	Diaphoretickes	Stramenopiles	NA	Peronosporomycetes	Albugo	Albugo candida
UP000332933	Eukaryota	Diaphoretickes	Stramenopiles	NA	Peronosporomycetes	Aphanomyces	Aphanomyces stellatus
UP000481153	Eukaryota	Diaphoretickes	Stramenopiles	NA	Peronosporomycetes	Aphanomyces	Aphanomyces euteiches
UP000294530	Eukaryota	Diaphoretickes	Stramenopiles	NA	Peronosporomycetes	Bremia	Bremia lactucae
UP000019132	Eukaryota	Diaphoretickes	Stramenopiles	NA	Peronosporomycetes	Globisporangium	Globisporangium ultimum DAOM BR144
UP000011713	Eukaryota	Diaphoretickes	Stramenopiles	NA	Peronosporomycetes	Hyaloperonospora	Hyaloperonospora arabidopsidis Emoy2
UP000274840	Eukaryota	Diaphoretickes	Stramenopiles	NA	Peronosporomycetes	Nothophytophthora	Nothophytophthora sp. Chile5
UP000282087	Eukaryota	Diaphoretickes	Stramenopiles	NA	Peronosporomycetes	Peronospora	Peronospora effusa
UP000285624	Eukaryota	Diaphoretickes	Stramenopiles	NA	Peronosporomycetes	Phytophthora	Phytophthora kernoviae
UP000693981	Eukaryota	Diaphoretickes	Stramenopiles	NA	Peronosporomycetes	Phytophthora	Phytophthora boehmeriae
UP000694044	Eukaryota	Diaphoretickes	Stramenopiles	NA	Peronosporomycetes	Phytophthora	Phytophthora pseudosyringae
UP000198211	Eukaryota	Diaphoretickes	Stramenopiles	NA	Peronosporomycetes	Phytophthora	Phytophthora megakarya
UP000251314	Eukaryota	Diaphoretickes	Stramenopiles	NA	Peronosporomycetes	Phytophthora	Phytophthora cactorum
UP000433483	Eukaryota	Diaphoretickes	Stramenopiles	NA	Peronosporomycetes	Phytophthora	Phytophthora fragariae
UP000434957	Eukaryota	Diaphoretickes	Stramenopiles	NA	Peronosporomycetes	Phytophthora	Phytophthora rubi
UP000709295	Eukaryota	Diaphoretickes	Stramenopiles	NA	Peronosporomycetes	Phytophthora	Phytophthora aleatoria
UP000052943	Eukaryota	Diaphoretickes	Stramenopiles	NA	Peronosporomycetes	Phytophthora	Phytophthora nicotianae
UP000237271	Eukaryota	Diaphoretickes	Stramenopiles	NA	Peronosporomycetes	Phytophthora	Phytophthora palmivora var. palmivora
UP000005238	Eukaryota	Diaphoretickes	Stramenopiles	NA	Peronosporomycetes	Phytophthora	Phytophthora ramorum
UP000602510	Eukaryota	Diaphoretickes	Stramenopiles	NA	Peronosporomycetes	Phytophthora	Phytophthora infestans
UP000018721	Eukaryota	Diaphoretickes	Stramenopiles	NA	Peronosporomycetes	Phytophthora	Phytophthora parasitica P1569
UP000018948	Eukaryota	Diaphoretickes	Stramenopiles	NA	Peronosporomycetes	Phytophthora	Phytophthora parasitica P10297
UP000018817	Eukaryota	Diaphoretickes	Stramenopiles	NA	Peronosporomycetes	Phytophthora	Phytophthora parasitica INRA-310
UP000002640	Eukaryota	Diaphoretickes	Stramenopiles	NA	Peronosporomycetes	Phytophthora	Phytophthora sojae
UP000006643	Eukaryota	Diaphoretickes	Stramenopiles	NA	Peronosporomycetes	Phytophthora	Phytophthora infestans T30-4
PHYVE	Eukaryota	Diaphoretickes	Stramenopiles	NA	Peronosporomycetes	Phytopythium	Phytopythium vexans
UP000054928	Eukaryota	Diaphoretickes	Stramenopiles	NA	Peronosporomycetes	Plasmopara	Plasmopara halstedii
UP000794436	Eukaryota	Diaphoretickes	Stramenopiles	NA	Peronosporomycetes	Pythium	Pythium oligandrum
UP000030762	Eukaryota	Diaphoretickes	Stramenopiles	NA	Peronosporomycetes	Saprolegnia	Saprolegnia diclina VS20
UP000030745	Eukaryota	Diaphoretickes	Stramenopiles	NA	Peronosporomycetes	Saprolegnia	Saprolegnia parasitica CBS 223.65
UP000243217	Eukaryota	Diaphoretickes	Stramenopiles	NA	Peronosporomycetes	Thraustotheca	Thraustotheca clavata
UP000002630	Eukaryota	Diaphoretickes	Stramenopiles	Ochrophyta	Phaeophyceae	Ectocarpus	Ectocarpus siliculosus
UP000485383	Eukaryota	Diaphoretickes	Stramenopiles	Ochrophyta	Phaeophyceae	Ectocarpus	Ectocarpus sp. CCAP 1310/34
NEMDE	Eukaryota	Diaphoretickes	Stramenopiles	Ochrophyta	Phaeophyceae	Nemacystus	Nemacystus decipiens
UP000664859	Eukaryota	Diaphoretickes	Stramenopiles	Ochrophyta	Xanthophyceae	Tribonema	Tribonema minus
TELSU	Eukaryota	Diaphoretickes	Telonemia	Telonemia	Telonemia	Telonema	Telonema subtile
UP000515908	Eukaryota	Discoba	Euglenozoa	Kinetoplastea	Metakinetoplastina	Angomonas	Angomonas deanei
