Eukaryota	AA5F14RM4H01 clade
Eukaryota	AT4-68 clade
Eukaryota	CCA32 lineage
Eukaryota	CRuMs
Eukaryota	CRuMs	CR clade
Eukaryota	CRuMs	CR clade	Collodictyonidae
Eukaryota	CRuMs	CR clade	Collodictyonidae	Collodictyon
Eukaryota	CRuMs	CR clade	Collodictyonidae	Collodictyon	Collo 18S clade 1
Eukaryota	Amorphea	Amoebozoa	UI13E03 clade
Eukaryota	Amorphea	Amoebozoa	YS16Ec12 lineage
Eukaryota	Amorphea	Amoebozoa	Discosea
Eukaryota	Amorphea	Amoebozoa	Discosea	Centramoebia
Eukaryota	Amorphea	Amoebozoa	Discosea	Centramoebia	core centramoebids
Eukaryota	Amorphea	Amoebozoa	Discosea	Centramoebia	core centramoebids	Acanthopodida
Eukaryota	Amorphea	Amoebozoa	Discosea	Centramoebia	core centramoebids	Acanthopodida	DLPV clade
Eukaryota	Amorphea	Amoebozoa	Discosea	Centramoebia	core centramoebids	Acanthopodida	DLPV clade	Dracoamoeba
Eukaryota	Amorphea	Amoebozoa	Discosea	Centramoebia	core centramoebids	Acanthopodida	DLPV clade	Luapeleamoeba
Eukaryota	Amorphea	Amoebozoa	Discosea	Centramoebia	core centramoebids	Acanthopodida	DLPV clade	Protacanthamoeba
Eukaryota	Amorphea	Amoebozoa	Discosea	Centramoebia	core centramoebids	Acanthopodida	DLPV clade	Vacuolamoeba
Eukaryota	Amorphea	Amoebozoa	Discosea	Centramoebia	core centramoebids	Acanthopodida	Acanthamoeba
Eukaryota	Amorphea	Amoebozoa	Discosea	Centramoebia	core centramoebids	Acanthopodida	Acanthamoeba	Aastronyxis clade
Eukaryota	Amorphea	Amoebozoa	Discosea	Centramoebia	core centramoebids	Acanthopodida	Acanthamoeba	Acastellanii clade
Eukaryota	Amorphea	Amoebozoa	Discosea	Centramoebia	core centramoebids	Acanthopodida	Balamuthia
Eukaryota	Amorphea	Amoebozoa	Discosea	Centramoebia	core centramoebids	Pellitida
Eukaryota	Amorphea	Amoebozoa	Discosea	Centramoebia	core centramoebids	Pellitida	Goceviidae
Eukaryota	Amorphea	Amoebozoa	Discosea	Centramoebia	core centramoebids	Pellitida	Goceviidae	Endostelium
Eukaryota	Amorphea	Amoebozoa	Discosea	Centramoebia	core centramoebids	Pellitida	Goceviidae	Gocevia
Eukaryota	Amorphea	Amoebozoa	Discosea	Centramoebia	core centramoebids	Pellitida	Goceviidae	Paragocevia
Eukaryota	Amorphea	Amoebozoa	Discosea	Centramoebia	core centramoebids	Pellitida	Pellita
Eukaryota	Amorphea	Amoebozoa	Discosea	Centramoebia	Himatismenida
Eukaryota	Amorphea	Amoebozoa	Discosea	Centramoebia	Himatismenida	Cochliopodium
Eukaryota	Amorphea	Amoebozoa	Discosea	Centramoebia	Himatismenida	Ovalopodium
Eukaryota	Amorphea	Amoebozoa	Discosea	Centramoebia	Himatismenida	Parvamoeba
Eukaryota	Amorphea	Amoebozoa	Discosea	Centramoebia	Himatismenida	Planopodium
Eukaryota	Amorphea	Amoebozoa	Discosea	Flabellinia
Eukaryota	Amorphea	Amoebozoa	Discosea	Flabellinia	JAMX8 lineage
Eukaryota	Amorphea	Amoebozoa	Discosea	Flabellinia	core flabellinids
Eukaryota	Amorphea	Amoebozoa	Discosea	Flabellinia	core flabellinids	Dactylopodida
Eukaryota	Amorphea	Amoebozoa	Discosea	Flabellinia	core flabellinids	Dactylopodida	Cunea
Eukaryota	Amorphea	Amoebozoa	Discosea	Flabellinia	core flabellinids	Dactylopodida	Paramoebidae
Eukaryota	Amorphea	Amoebozoa	Discosea	Flabellinia	core flabellinids	Dactylopodida	Paramoebidae	Korotnevella
Eukaryota	Amorphea	Amoebozoa	Discosea	Flabellinia	core flabellinids	Dactylopodida	Paramoebidae	Paramoeba
Eukaryota	Amorphea	Amoebozoa	Discosea	Flabellinia	core flabellinids	Dactylopodida	Paramoebidae	Paramoeba	Patlantica clade
Eukaryota	Amorphea	Amoebozoa	Discosea	Flabellinia	core flabellinids	Dactylopodida	Paramoebidae	Paramoeba	Peilhardi clade
Eukaryota	Amorphea	Amoebozoa	Discosea	Flabellinia	core flabellinids	Dactylopodida	Paramoebidae	Pseudoparamoeba
Eukaryota	Amorphea	Amoebozoa	Discosea	Flabellinia	core flabellinids	Dactylopodida	Vexillifera
Eukaryota	Amorphea	Amoebozoa	Discosea	Flabellinia	core flabellinids	Vannellida
Eukaryota	Amorphea	Amoebozoa	Discosea	Flabellinia	core flabellinids	Vannellida	ACN1 lineage
Eukaryota	Amorphea	Amoebozoa	Discosea	Flabellinia	core flabellinids	Vannellida	DIVA3-517/6/12 lineage
Eukaryota	Amorphea	Amoebozoa	Discosea	Flabellinia	core flabellinids	Vannellida	Elev_18S_807 lineage
Eukaryota	Amorphea	Amoebozoa	Discosea	Flabellinia	core flabellinids	Vannellida	Clydonella
Eukaryota	Amorphea	Amoebozoa	Discosea	Flabellinia	core flabellinids	Vannellida	Lingulamoeba
Eukaryota	Amorphea	Amoebozoa	Discosea	Flabellinia	core flabellinids	Vannellida	Paravannella
Eukaryota	Amorphea	Amoebozoa	Discosea	Flabellinia	core flabellinids	Vannellida	Ripella
Eukaryota	Amorphea	Amoebozoa	Discosea	Flabellinia	core flabellinids	Vannellida	Vannella
Eukaryota	Amorphea	Amoebozoa	Discosea	Flabellinia	Dermamoebida
Eukaryota	Amorphea	Amoebozoa	Discosea	Flabellinia	Dermamoebida	Dermamoebidae
Eukaryota	Amorphea	Amoebozoa	Discosea	Flabellinia	Dermamoebida	Dermamoebidae	Dermamoeba
Eukaryota	Amorphea	Amoebozoa	Discosea	Flabellinia	Dermamoebida	Dermamoebidae	Paradermamoeba
Eukaryota	Amorphea	Amoebozoa	Discosea	Flabellinia	Dermamoebida	Mayorella
Eukaryota	Amorphea	Amoebozoa	Discosea	Flabellinia	Mycamoebidae
Eukaryota	Amorphea	Amoebozoa	Discosea	Flabellinia	Mycamoebidae	IAFDv98 lineage
Eukaryota	Amorphea	Amoebozoa	Discosea	Flabellinia	Mycamoebidae	LEMD255 lineage
Eukaryota	Amorphea	Amoebozoa	Discosea	Flabellinia	Mycamoebidae	LKM74 lineage
Eukaryota	Amorphea	Amoebozoa	Discosea	Flabellinia	Mycamoebidae	LKM74 lineage	Mycamoeba
Eukaryota	Amorphea	Amoebozoa	Discosea	Flabellinia	Stygamoeba
Eukaryota	Amorphea	Amoebozoa	Discosea	Flabellinia	Thecamoebida
Eukaryota	Amorphea	Amoebozoa	Discosea	Flabellinia	Thecamoebida	Sappinia
Eukaryota	Amorphea	Amoebozoa	Discosea	Flabellinia	Thecamoebida	Stenamoeba
Eukaryota	Amorphea	Amoebozoa	Discosea	Flabellinia	Thecamoebida	Stratorugosa
Eukaryota	Amorphea	Amoebozoa	Discosea	Flabellinia	Thecamoebida	Thecamoeba
Eukaryota	Amorphea	Amoebozoa	Discosea	Flabellinia	Vermistella
Eukaryota	Amorphea	Amoebozoa	Evosea
Eukaryota	Amorphea	Amoebozoa	Evosea	Archamoebea
Eukaryota	Amorphea	Amoebozoa	Evosea	Archamoebea	Entamoebidae
Eukaryota	Amorphea	Amoebozoa	Evosea	Archamoebea	Entamoebidae	Endamoeba
Eukaryota	Amorphea	Amoebozoa	Evosea	Archamoebea	Entamoebidae	Entamoeba
Eukaryota	Amorphea	Amoebozoa	Evosea	Archamoebea	Entamoebidae	Entamoeba	Ecoli lineage
Eukaryota	Amorphea	Amoebozoa	Evosea	Archamoebea	Entamoebidae	Entamoeba	Egingivalis lineage
Eukaryota	Amorphea	Amoebozoa	Evosea	Archamoebea	Entamoebidae	Entamoeba	Emarina lineage
Eukaryota	Amorphea	Amoebozoa	Evosea	Archamoebea	Entamoebidae	Entamoeba	Epolecki lineage
Eukaryota	Amorphea	Amoebozoa	Evosea	Archamoebea	Entamoebidae	Entamoeba	core entamoebids
Eukaryota	Amorphea	Amoebozoa	Evosea	Archamoebea	Mastigamoebida
Eukaryota	Amorphea	Amoebozoa	Evosea	Archamoebea	Mastigamoebida	mastigamoebids A
Eukaryota	Amorphea	Amoebozoa	Evosea	Archamoebea	Mastigamoebida	mastigamoebids B
Eukaryota	Amorphea	Amoebozoa	Evosea	Archamoebea	Mastigamoebida	mastigamoebids B	EI lineage
Eukaryota	Amorphea	Amoebozoa	Evosea	Archamoebea	Mastigamoebida	mastigamoebids B	EI lineage	Endolimax
Eukaryota	Amorphea	Amoebozoa	Evosea	Archamoebea	Mastigamoebida	mastigamoebids B	EI lineage	Iodamoeba
Eukaryota	Amorphea	Amoebozoa	Evosea	Archamoebea	Mastigamoebida	mastigamoebids B	Mlenta lineage
Eukaryota	Amorphea	Amoebozoa	Evosea	Archamoebea	Mastigamoebida	mastigamoebids B	Msimplex lineage
Eukaryota	Amorphea	Amoebozoa	Evosea	Archamoebea	Mastigamoebida	Mastigamoeba
Eukaryota	Amorphea	Amoebozoa	Evosea	Archamoebea	Mastigamoebida	Mastigina
Eukaryota	Amorphea	Amoebozoa	Evosea	Archamoebea	Pelobiontida
Eukaryota	Amorphea	Amoebozoa	Evosea	Archamoebea	Pelobiontida	Mastigella
Eukaryota	Amorphea	Amoebozoa	Evosea	Archamoebea	Pelobiontida	Pelomyxa
Eukaryota	Amorphea	Amoebozoa	Evosea	Archamoebea	Rhizomastix
Eukaryota	Amorphea	Amoebozoa	Evosea	Archamoebea	Rhizomastix	Relongata clade
Eukaryota	Amorphea	Amoebozoa	Evosea	Archamoebea	Rhizomastix	Rlibera clade
Eukaryota	Amorphea	Amoebozoa	Evosea	Archamoebea	Tricholimax
Eukaryota	Amorphea	Amoebozoa	Evosea	Cutosea
Eukaryota	Amorphea	Amoebozoa	Evosea	Cutosea	Armaparvus
Eukaryota	Amorphea	Amoebozoa	Evosea	Cutosea	Idionectes
Eukaryota	Amorphea	Amoebozoa	Evosea	Cutosea	Sapocribrum
Eukaryota	Amorphea	Amoebozoa	Evosea	Cutosea	Squamamoeba
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Dictyostelia
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Dictyostelia	Acytosteliales
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Dictyostelia	Acytosteliales	Acytosteliaceae
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Dictyostelia	Acytosteliales	Acytosteliaceae	Acytostelium
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Dictyostelia	Acytosteliales	Acytosteliaceae	Heterostelium
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Dictyostelia	Acytosteliales	Acytosteliaceae	Rostrostelium
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Dictyostelia	Acytosteliales	Cavenderia
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Dictyostelia	Dictyosteliales
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Dictyostelia	Dictyosteliales	Coremiostelium
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Dictyostelia	Dictyosteliales	Dictyosteliaceae
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Dictyostelia	Dictyosteliales	Dictyosteliaceae	Dictyostelium
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Dictyostelia	Dictyosteliales	Dictyosteliaceae	Polysphondylium
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Dictyostelia	Dictyosteliales	Raperosteliaceae
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Dictyostelia	Dictyosteliales	Raperosteliaceae	Hagiwaraea
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Dictyostelia	Dictyosteliales	Raperosteliaceae	Raperostelium
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Dictyostelia	Dictyosteliales	Raperosteliaceae	Speleostelium
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Dictyostelia	Dictyosteliales	Raperosteliaceae	Tieghemostelium
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Dictyostelia	Synstelium
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Columellidia
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Columellidia	PS clade
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Columellidia	PS clade	Comatricha clade
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Columellidia	PS clade	Comatricha clade	Amaurochaete
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Columellidia	PS clade	Comatricha clade	Brefeldia
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Columellidia	PS clade	Comatricha clade	Comatricha
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Columellidia	PS clade	Comatricha clade	Enerthenema
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Columellidia	PS clade	Comatricha clade	Paradiacheopsis
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Columellidia	PS clade	LDP lineage
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Columellidia	PS clade	LDP lineage	Colloderma
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Columellidia	PS clade	LDP lineage	Diacheopsis
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Columellidia	PS clade	LDP lineage	Elaeomyxa
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Columellidia	PS clade	LDP lineage	Kelleromyxa
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Columellidia	PS clade	LDP lineage	Lamproderma
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Columellidia	PS clade	LDP lineage	Physarales
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Columellidia	PS clade	LDP lineage	Physarales	Diachea
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Columellidia	PS clade	LDP lineage	Physarales	Diderma
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Columellidia	PS clade	LDP lineage	Physarales	Didymium
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Columellidia	PS clade	LDP lineage	Physarales	Lepidoderma
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Columellidia	PS clade	LDP lineage	Physarales	Mucilago
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Columellidia	PS clade	LDP lineage	Physarales	Physaraceae
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Columellidia	PS clade	LDP lineage	Physarales	Physaraceae	Badhamia
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Columellidia	PS clade	LDP lineage	Physarales	Physaraceae	Craterium
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Columellidia	PS clade	LDP lineage	Physarales	Physaraceae	Fuligo
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Columellidia	PS clade	LDP lineage	Physarales	Physaraceae	Physarella
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Columellidia	PS clade	LDP lineage	Physarales	Physaraceae	Physarum
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Columellidia	PS clade	LDP lineage	Physarales	Protophysarum
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Columellidia	PS clade	LDP lineage	Physarales	Pseudodidymium
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Columellidia	PS clade	Stemonitis clade
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Columellidia	PS clade	Stemonitis clade	Macbrideola
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Columellidia	PS clade	Stemonitis clade	Stemonitis
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Columellidia	PS clade	Stemonitis clade	Stemonitopsis
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Columellidia	PS clade	Stemonitis clade	Symphytocarpus
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Columellidia	PS clade	Meriderma
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Columellidia	core echinosteliids
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Columellidia	core echinosteliids	Barbeyella
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Columellidia	core echinosteliids	Echinostelium
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Columellidia	core echinosteliids	Semimorula
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Columellidia	Clastoderma
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Columellidia	Echinosteliopsis
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Lucisporidia
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Lucisporidia	ALT lineage
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Lucisporidia	ALT lineage	Arcyria
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Lucisporidia	ALT lineage	Dianemidae
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Lucisporidia	ALT lineage	Dianemidae	Calomyxa
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Lucisporidia	ALT lineage	Dianemidae	Dianema
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Lucisporidia	ALT lineage	Dictydiaethalium
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Lucisporidia	ALT lineage	Hemitrichia
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Lucisporidia	ALT lineage	Licea
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Lucisporidia	ALT lineage	Perichaena
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Lucisporidia	ALT lineage	Prototrichia
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Lucisporidia	ALT lineage	Trichiidae
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Lucisporidia	ALT lineage	Trichiidae	Cornuvia
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Lucisporidia	ALT lineage	Trichiidae	Metatrichia
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Lucisporidia	ALT lineage	Trichiidae	Oligonema
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Lucisporidia	ALT lineage	Trichiidae	Trichia
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Lucisporidia	Cribrariidae
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Lucisporidia	Cribrariidae	Cribraria
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Lucisporidia	Cribrariidae	Lindbladia
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Lucisporidia	Reticulariidae
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Lucisporidia	Reticulariidae	Lycogala
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Lucisporidia	Reticulariidae	Reticularia
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Myxogastria	Lucisporidia	Reticulariidae	Tubifera
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Protosporangiida
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Protosporangiida	Ceratiomyxa
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Protosporangiida	Protosporangiidae
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Protosporangiida	Protosporangiidae	Clastostelium
Eukaryota	Amorphea	Amoebozoa	Evosea	Eumycetozoa	Protosporangiida	Protosporangiidae	Protosporangium
Eukaryota	Amorphea	Amoebozoa	Evosea	Variosea
Eukaryota	Amorphea	Amoebozoa	Evosea	Variosea	AND16 lineage
Eukaryota	Amorphea	Amoebozoa	Evosea	Variosea	Amb_18S_765 lineage
Eukaryota	Amorphea	Amoebozoa	Evosea	Variosea	M1_18H06 lineage
Eukaryota	Amorphea	Amoebozoa	Evosea	Variosea	MPE1-44 lineage
Eukaryota	Amorphea	Amoebozoa	Evosea	Variosea	PRS2_4E_19 lineage
Eukaryota	Amorphea	Amoebozoa	Evosea	Variosea	SAWY402 lineage
Eukaryota	Amorphea	Amoebozoa	Evosea	Variosea	Union16-1-3 lineage
Eukaryota	Amorphea	Amoebozoa	Evosea	Variosea	WIM1 lineage
Eukaryota	Amorphea	Amoebozoa	Evosea	Variosea	WIM5 lineage
Eukaryota	Amorphea	Amoebozoa	Evosea	Variosea	Acramoeba
Eukaryota	Amorphea	Amoebozoa	Evosea	Variosea	Angulamoeba
Eukaryota	Amorphea	Amoebozoa	Evosea	Variosea	Arboramoeba
Eukaryota	Amorphea	Amoebozoa	Evosea	Variosea	Cavosteliida
Eukaryota	Amorphea	Amoebozoa	Evosea	Variosea	Cavosteliida	M71 lineage
Eukaryota	Amorphea	Amoebozoa	Evosea	Variosea	Cavosteliida	Cavostelium
Eukaryota	Amorphea	Amoebozoa	Evosea	Variosea	Cavosteliida	Schizoplasmodiopsis
Eukaryota	Amorphea	Amoebozoa	Evosea	Variosea	Cavosteliida	Tychosporium
Eukaryota	Amorphea	Amoebozoa	Evosea	Variosea	Dictyamoeba
Eukaryota	Amorphea	Amoebozoa	Evosea	Variosea	Filamoeba
Eukaryota	Amorphea	Amoebozoa	Evosea	Variosea	Flamellidae
Eukaryota	Amorphea	Amoebozoa	Evosea	Variosea	Flamellidae	WIM80 lineage
Eukaryota	Amorphea	Amoebozoa	Evosea	Variosea	Flamellidae	Flamella
Eukaryota	Amorphea	Amoebozoa	Evosea	Variosea	Flamellidae	Flamella	Faegyptia clade
Eukaryota	Amorphea	Amoebozoa	Evosea	Variosea	Flamellidae	Flamella	Fbalnearia clade
Eukaryota	Amorphea	Amoebozoa	Evosea	Variosea	Flamellidae	Flamella	Fpleistocenica clade
Eukaryota	Amorphea	Amoebozoa	Evosea	Variosea	Flamellidae	Telaepolella
Eukaryota	Amorphea	Amoebozoa	Evosea	Variosea	Heliamoeba
Eukaryota	Amorphea	Amoebozoa	Evosea	Variosea	Holomastigida
Eukaryota	Amorphea	Amoebozoa	Evosea	Variosea	Holomastigida	Artodiscus
Eukaryota	Amorphea	Amoebozoa	Evosea	Variosea	Holomastigida	Belonocystis
Eukaryota	Amorphea	Amoebozoa	Evosea	Variosea	Holomastigida	Multicilia
Eukaryota	Amorphea	Amoebozoa	Evosea	Variosea	Ischnamoebidae
Eukaryota	Amorphea	Amoebozoa	Evosea	Variosea	Ischnamoebidae	Darbyshirella
Eukaryota	Amorphea	Amoebozoa	Evosea	Variosea	Ischnamoebidae	Ischnamoeba
